1586107300533	0.0	0.00	0	0	2	0
1586107300639	0.106	0.00	0	0	2	0
1586107300752	0.219	0.00	0	0	2	0
1586107300859	0.326	0.00	0	0	0	2
1586107300964	0.431	0.00	0	0	0	2
1586107301082	0.549	0.00	0	0	0	2
1586107301200	0.667	0.00	0	0	0	2
1586107301317	0.784	0.00	0	0	0	2
1586107301434	0.901	0.00	0	0	0	2
1586107301550	1.017	0.00	0	0	0	2
1586107301668	1.135	0.00	0	0	0	2
1586107301782	1.249	0.00	0	0	0	2
1586107301900	1.367	0.00	0	0	0	2
1586107302017	1.484	0.00	0	0	0	2
1586107302135	1.602	0.00	0	0	0	2
1586107302253	1.72	0.00	0	0	0	2
1586107302371	1.838	0.00	0	0	0	2
1586107302489	1.956	0.00	0	0	0	2
1586107302607	2.074	0.00	0	0	0	2
1586107302713	2.18	0.00	0	0	0	2
1586107302830	2.297	0.00	0	0	0	2
1586107302949	2.416	0.00	0	0	0	2
1586107303067	2.534	0.00	0	0	0	2
1586107303184	2.651	0.00	0	0	0	2
1586107303305	2.772	0.00	0	0	0	2
1586107303425	2.892	0.00	0	0	0	2
1586107303546	3.013	0.00	0	0	0	2
1586107303667	3.134	0.00	0	0	0	2
1586107303786	3.253	0.00	0	0	0	2
1586107303906	3.373	0.00	0	0	0	2
1586107304024	3.491	0.00	0	0	0	2
1586107304129	3.596	0.00	0	0	0	2
1586107304247	3.714	0.00	0	0	0	2
1586107304365	3.832	0.00	0	0	0	2
1586107304483	3.95	0.00	0	0	0	2
1586107304601	4.068	0.00	0	0	0	2
1586107304720	4.187	0.00	0	0	0	2
1586107304827	4.294	0.00	0	0	0	2
1586107304944	4.411	0.00	0	0	0	2
1586107305062	4.529	0.00	0	0	0	2
1586107305180	4.647	0.00	0	0	0	2
1586107305285	4.752	0.00	0	0	0	2
1586107305402	4.869	0.00	0	0	0	2
1586107305519	4.986	0.00	0	0	0	2
1586107305637	5.104	0.00	0	0	0	2
1586107305755	5.222	0.00	0	0	0	2
1586107305873	5.34	0.00	0	0	0	2
1586107305991	5.458	0.00	0	0	0	2
1586107306110	5.577	0.00	0	0	0	2
1586107306227	5.694	0.00	0	0	0	2
1586107306345	5.812	0.00	0	0	0	2
1586107306463	5.93	0.00	0	0	0	2
1586107306581	6.048	0.00	0	0	0	2
1586107306687	6.154	0.00	0	0	0	2
1586107306793	6.26	0.00	0	0	0	2
1586107306899	6.366	0.00	0	0	0	2
1586107307016	6.483	0.00	0	0	0	2
1586107307134	6.601	0.00	0	0	0	2
1586107307251	6.718	0.00	0	0	0	2
1586107307371	6.838	0.00	0	0	0	2
1586107307491	6.958	0.00	0	0	0	2
1586107307610	7.077	0.00	0	0	0	2
1586107307729	7.196	0.00	0	0	0	2
1586107307842	7.309	0.00	0	0	0	2
1586107307951	7.418	0.00	0	0	0	2
1586107308070	7.537	0.00	0	0	0	2
1586107308184	7.651	0.00	0	0	0	2
1586107308303	7.77	0.00	0	0	0	2
1586107308419	7.886	0.00	0	0	0	2
1586107308538	8.005	0.00	0	0	0	2
1586107308655	8.122	0.00	0	0	0	2
1586107308761	8.228	0.00	0	0	0	2
1586107308877	8.344	0.00	0	0	0	2
1586107308995	8.462	0.00	0	0	0	2
1586107309113	8.58	0.00	0	0	0	2
1586107309231	8.698	0.00	0	0	0	2
1586107309337	8.804	0.00	0	0	0	2
1586107309455	8.922	0.00	0	0	0	2
1586107309560	9.027	0.00	0	0	0	2
1586107309678	9.145	0.00	0	0	0	2
1586107309796	9.263	0.00	0	0	0	2
1586107309914	9.381	0.00	0	0	0	2
1586107310031	9.498	0.00	0	0	0	2
1586107310149	9.616	0.00	0	0	0	2
1586107310266	9.733	0.00	0	0	0	2
1586107310383	9.85	0.00	0	0	0	2
1586107310501	9.968	0.00	0	0	0	2
1586107310618	10.085	0.00	0	0	0	2
1586107310724	10.191	0.00	0	0	0	2
1586107310842	10.309	0.00	0	0	0	2
1586107310948	10.415	0.00	0	0	0	2
1586107311066	10.533	0.00	0	0	0	2
1586107311183	10.65	0.00	0	0	0	2
1586107311290	10.757	0.00	0	0	0	2
1586107311410	10.877	0.00	0	0	0	2
1586107311529	10.996	0.00	0	0	0	2
1586107311647	11.114	0.00	0	0	0	2
1586107311767	11.234	0.00	0	0	0	2
1586107311889	11.356	0.00	0	0	0	2
1586107312008	11.475	0.00	0	0	0	2
1586107312126	11.593	0.00	0	0	0	2
1586107312246	11.713	0.00	0	0	0	2
1586107312363	11.83	0.00	0	0	0	2
1586107312481	11.948	0.00	0	0	0	2
1586107312599	12.066	0.00	0	0	0	2
1586107312717	12.184	0.00	0	0	0	2
1586107312836	12.303	100.00	0	2	0	2
1586107312942	12.409	100.00	0	2	0	2
1586107313056	12.523	100.00	0	2	0	2
1586107313174	12.641	100.00	0	2	0	2
1586107313292	12.759	100.00	0	2	0	2
1586107313401	12.868	100.00	0	2	0	2
1586107313519	12.986	100.00	0	2	0	2
1586107313636	13.103	100.00	0	2	0	2
1586107313754	13.221	100.00	0	2	0	2
1586107313872	13.339	100.00	0	2	0	2
1586107313984	13.451	100.00	0	2	0	2
1586107314102	13.569	100.00	0	2	0	2
1586107314219	13.686	100.00	0	2	0	2
1586107314336	13.803	100.00	0	2	0	2
1586107314454	13.921	100.00	0	2	0	2
1586107314571	14.038	100.00	0	2	0	2
1586107314689	14.156	100.00	0	2	0	2
1586107314806	14.273	100.00	0	2	0	2
1586107314922	14.389	100.00	0	2	0	2
1586107315039	14.506	100.00	0	2	0	2
1586107315156	14.623	100.00	0	2	0	2
1586107315276	14.743	100.00	0	2	0	2
1586107315397	14.864	100.00	0	2	0	2
1586107315516	14.983	100.00	0	2	0	2
1586107315634	15.101	100.00	0	2	0	2
1586107315754	15.221	100.00	0	2	0	2
1586107315874	15.341	100.00	0	2	0	2
1586107315992	15.459	100.00	0	2	0	2
1586107316111	15.578	100.00	0	2	0	2
1586107316229	15.696	100.00	0	2	0	2
1586107316347	15.814	100.00	0	2	0	2
1586107316465	15.932	100.00	0	2	0	2
1586107316582	16.049	100.00	0	2	0	2
1586107316700	16.167	100.00	0	2	0	2
1586107316811	16.278	100.00	0	2	0	2
1586107316924	16.391	100.00	0	2	0	2
1586107317041	16.508	100.00	0	2	0	2
1586107317158	16.625	100.00	0	2	0	2
1586107317275	16.742	100.00	0	2	0	2
1586107317395	16.862	100.00	0	2	0	2
1586107317512	16.979	100.00	0	2	0	2
1586107317628	17.095	100.00	0	2	0	2
1586107317744	17.211	100.00	0	2	0	2
1586107317860	17.327	100.00	0	2	0	2
1586107317978	17.445	100.00	0	2	0	2
1586107318095	17.562	100.00	0	2	0	2
1586107318213	17.68	100.00	0	2	0	2
1586107318335	17.802	100.00	0	2	0	2
1586107318453	17.92	100.00	0	2	0	2
1586107318572	18.039	100.00	0	2	0	2
1586107318690	18.157	100.00	0	2	0	2
1586107318807	18.274	100.00	0	2	0	2
1586107318925	18.392	100.00	0	2	0	2
1586107319031	18.498	100.00	0	2	0	2
1586107319137	18.604	100.00	0	2	0	2
1586107319254	18.721	100.00	0	2	0	2
1586107319373	18.84	100.00	0	2	0	2
1586107319484	18.951	100.00	0	2	0	2
1586107319605	19.072	100.00	0	2	0	2
1586107319725	19.192	100.00	0	2	0	2
1586107319845	19.312	100.00	0	2	0	2
1586107319962	19.429	100.00	0	2	0	2
1586107320070	19.537	100.00	0	2	0	2
1586107320188	19.655	100.00	0	2	0	2
1586107320306	19.773	100.00	0	2	0	2
1586107320424	19.891	100.00	0	2	0	2
1586107320541	20.008	100.00	0	2	0	2
1586107320659	20.126	100.00	0	2	0	2
1586107320778	20.245	100.00	0	2	0	2
1586107320896	20.363	100.00	0	2	0	2
1586107321016	20.483	100.00	0	2	0	2
1586107321133	20.6	100.00	0	2	0	2
1586107321252	20.719	100.00	0	2	0	2
1586107321370	20.837	100.00	0	2	0	2
1586107321487	20.954	100.00	0	2	0	2
1586107321605	21.072	100.00	0	2	0	2
1586107321723	21.19	100.00	0	2	0	2
1586107321831	21.298	100.00	0	2	0	2
1586107321949	21.416	100.00	0	2	0	2
1586107322066	21.533	100.00	0	2	0	2
1586107322184	21.651	100.00	0	2	0	2
1586107322302	21.769	100.00	0	2	0	2
1586107322419	21.886	100.00	0	2	0	2
1586107322525	21.992	100.00	0	2	0	2
1586107322643	22.11	100.00	0	2	0	2
1586107322760	22.227	100.00	0	2	0	2
1586107322880	22.347	100.00	0	2	0	2
1586107322997	22.464	100.00	0	2	0	2
1586107323102	22.569	100.00	0	2	0	2
1586107323207	22.674	100.00	0	2	0	2
1586107323315	22.782	100.00	0	2	0	2
1586107323435	22.902	100.00	0	2	0	2
1586107323555	23.022	100.00	0	2	0	2
1586107323675	23.142	100.00	0	2	0	2
1586107323795	23.262	100.00	0	2	0	2
1586107323916	23.383	100.00	0	2	0	2
1586107324034	23.501	100.00	0	2	0	2
1586107324152	23.619	100.00	0	2	0	2
1586107324269	23.736	100.00	0	2	0	2
1586107324387	23.854	100.00	0	2	0	2
1586107324504	23.971	100.00	0	2	0	2
1586107324622	24.089	100.00	0	2	0	2
1586107324739	24.206	100.00	0	2	0	2
1586107324857	24.324	0.00	0	0	2	0
1586107324980	24.447	0.00	0	0	2	0
1586107325104	24.571	0.00	0	0	2	0
1586107325229	24.696	0.00	0	0	2	0
1586107325352	24.819	0.00	0	0	2	0
1586107325476	24.943	0.00	0	0	2	0
1586107325600	25.067	0.00	0	0	2	0
1586107325724	25.191	0.00	0	0	2	0
1586107325847	25.314	0.00	0	0	2	0
1586107325971	25.438	0.00	0	0	2	0
1586107326094	25.561	0.00	0	0	2	0
1586107326206	25.673	0.00	0	0	2	0
1586107326330	25.797	0.00	0	0	2	0
1586107326454	25.921	0.00	0	0	2	0
1586107326577	26.044	0.00	0	0	2	0
1586107326701	26.168	0.00	0	0	2	0
1586107326808	26.275	0.00	0	0	2	0
1586107326919	26.386	0.00	0	0	2	0
1586107327040	26.507	0.00	0	0	2	0
1586107327163	26.63	0.00	0	0	2	0
1586107327289	26.756	0.00	0	0	2	0
1586107327416	26.883	0.00	0	0	2	0
1586107327523	26.99	0.00	0	0	2	0
1586107327631	27.098	0.00	0	0	2	0
1586107327757	27.224	0.00	0	0	2	0
1586107327884	27.351	0.00	0	0	0	2
1586107328002	27.469	0.00	0	0	0	2
1586107328121	27.588	0.00	0	0	0	2
1586107328238	27.705	0.00	0	0	0	2
1586107328355	27.822	0.00	0	0	0	2
