0.0	0.00%	0	0	110	22
0.868	0.00%	0	0	110	22
1.765	0.00%	0	0	110	22
2.562	0.00%	0	0	110	22
3.476	0.00%	0	0	110	22
4.253	0.00%	0	0	110	22
4.985	0.00%	0	0	110	22
5.616	0.00%	0	0	110	22
6.241	0.00%	0	0	110	22
6.901	0.00%	0	0	110	22
7.554	83.33%	0	110	0	132
8.234	83.33%	0	110	0	132
8.866	83.33%	0	110	0	132
9.54	83.33%	0	110	0	132
10.187	83.33%	0	110	0	132
10.9	83.33%	0	110	0	132
11.668	83.33%	0	110	0	132
12.309	83.33%	0	110	0	132
12.949	83.33%	0	110	0	132
13.609	83.33%	0	110	0	132
14.335	83.33%	0	110	0	132
15.027	83.33%	0	110	0	132
15.623	83.33%	0	110	0	132
16.544	83.33%	0	110	0	132
17.192	83.33%	0	110	0	132
17.818	83.33%	0	110	0	132
18.547	83.33%	0	110	0	132
19.163	83.33%	0	110	0	132
19.884	83.33%	0	110	0	132
20.736	83.33%	0	110	0	132
21.501	83.33%	0	110	0	132
22.257	83.33%	0	110	0	132
22.923	83.33%	0	110	0	132
23.583	83.33%	0	110	0	132
24.355	83.33%	0	110	0	132
25.04	83.33%	0	110	0	132
25.637	83.33%	0	110	0	132
26.422	83.33%	0	110	0	132
27.147	83.33%	0	110	0	132
27.912	83.33%	0	110	0	132
28.669	83.33%	0	110	0	132
29.36	83.33%	0	110	0	132
30.1	83.33%	0	110	0	132
31.013	83.33%	0	110	0	132
31.712	83.33%	0	110	0	132
32.41	83.33%	0	110	0	132
33.261	83.33%	0	110	0	132
34.049	83.33%	0	110	0	132
34.721	83.33%	0	110	0	132
35.471	83.33%	0	110	0	132
36.26	83.33%	0	110	0	132
37.146	83.33%	0	110	0	132
37.809	83.33%	0	110	0	132
38.547	83.33%	0	110	0	132
39.187	83.33%	0	110	0	132
40.077	83.33%	0	110	0	132
40.917	83.33%	0	110	0	132
41.558	83.33%	0	110	0	132
42.334	83.33%	0	110	0	132
42.978	83.33%	0	110	0	132
43.628	83.33%	0	110	0	132
44.275	83.33%	0	110	0	132
45.029	83.33%	0	110	0	132
45.847	83.33%	0	110	0	132
46.693	83.33%	0	110	0	132
47.604	83.33%	0	110	0	132
48.426	83.33%	0	110	0	132
49.23	83.33%	0	110	0	132
50.013	83.33%	0	110	0	132
50.733	83.33%	0	110	0	132
51.377	83.33%	0	110	0	132
52.139	83.33%	0	110	0	132
52.989	83.33%	0	110	0	132
53.623	83.33%	0	110	0	132
54.364	83.33%	0	110	0	132
55.039	83.33%	0	110	0	132
55.675	83.33%	0	110	0	132
56.334	83.33%	0	110	0	132
56.986	83.33%	0	110	0	132
57.6	83.33%	0	110	0	132
58.258	83.33%	0	110	0	132
59.003	83.33%	0	110	0	132
59.688	83.33%	0	110	0	132
60.395	83.33%	0	110	0	132
61.125	83.33%	0	110	0	132
61.977	83.33%	0	110	0	132
62.673	83.33%	0	110	0	132
63.541	83.33%	0	110	0	132
64.251	83.33%	0	110	0	132
64.888	83.33%	0	110	0	132
65.558	83.33%	0	110	0	132
66.34	83.33%	0	110	0	132
66.968	83.33%	0	110	0	132
67.649	83.33%	0	110	0	132
68.366	83.33%	0	110	0	132
69.111	83.33%	0	110	0	132
69.743	83.33%	0	110	0	132
70.431	83.33%	0	110	0	132
71.131	83.33%	0	110	0	132
71.878	83.33%	0	110	0	132
72.735	83.33%	0	110	0	132
73.442	83.33%	0	110	0	132
74.074	83.33%	0	110	0	132
74.793	83.33%	0	110	0	132
75.469	83.33%	0	110	0	132
76.256	83.33%	0	110	0	132
76.883	83.33%	0	110	0	132
77.558	83.33%	0	110	0	132
78.266	83.33%	0	110	0	132
79.019	83.33%	0	110	0	132
79.742	83.33%	0	110	0	132
80.442	83.33%	0	110	0	132
81.062	83.33%	0	110	0	132
81.86	83.33%	0	110	0	132
82.676	83.33%	0	110	0	132
83.523	83.33%	0	110	0	132
84.343	83.33%	0	110	0	132
85.15	83.33%	0	110	0	132
85.963	83.33%	0	110	0	132
86.666	83.33%	0	110	0	132
87.468	83.33%	0	110	0	132
88.271	83.33%	0	110	0	132
89.057	83.33%	0	110	0	132
89.806	83.33%	0	110	0	132
90.472	83.33%	0	110	0	132
91.276	83.33%	0	110	0	132
92.191	83.33%	0	110	0	132
92.781	83.33%	0	110	0	132
93.489	83.33%	0	110	0	132
94.186	83.33%	0	110	0	132
94.839	83.33%	0	110	0	132
95.577	83.33%	0	110	0	132
96.397	83.33%	0	110	0	132
97.306	83.33%	0	110	0	132
98.014	83.33%	0	110	0	132
98.765	83.33%	0	110	0	132
99.542	83.33%	0	110	0	132
100.352	83.33%	0	110	0	132
101.049	83.33%	0	110	0	132
101.732	83.33%	0	110	0	132
102.464	83.33%	0	110	0	132
103.176	83.33%	0	110	0	132
104.084	83.33%	0	110	0	132
104.866	83.33%	0	110	0	132
105.48	83.33%	0	110	0	132
106.263	83.33%	0	110	0	132
106.885	83.33%	0	110	0	132
107.529	83.33%	0	110	0	132
108.211	83.33%	0	110	0	132
108.884	83.33%	0	110	0	132
109.653	83.33%	0	110	0	132
110.436	83.33%	0	110	0	132
111.167	83.33%	0	110	0	132
111.869	83.33%	0	110	0	132
112.602	83.33%	0	110	0	132
113.224	83.33%	0	110	0	132
113.947	83.33%	0	110	0	132
114.641	83.33%	0	110	0	132
115.356	83.33%	0	110	0	132
115.957	83.33%	0	110	0	132
116.651	83.33%	0	110	0	132
117.414	83.33%	0	110	0	132
118.083	83.33%	0	110	0	132
118.756	83.33%	0	110	0	132
119.426	83.33%	0	110	0	132
120.085	83.33%	0	110	0	132
120.811	83.33%	0	110	0	132
121.461	83.33%	0	110	0	132
122.113	83.33%	0	110	0	132
122.887	83.33%	0	110	0	132
