1.054875	1
2.055587	1
3.054959	1
4.054912	2
5.056309	2
6.055240	2
7.055369	2
8.054729	2
9.055247	2
10.055210	2
11.055026	2
12.054958	2
13.054652	2
14.054860	2
15.054416	3
16.054962	3
17.054754	3
18.054945	3
19.054765	3
20.054441	4
21.055001	4
22.054581	5
23.055126	5
24.055496	5
25.055848	5
26.054928	5
27.054588	5
28.054611	5
29.054971	6
30.054743	6
31.054487	6
32.054468	6
33.054474	7
34.054484	7
35.055125	8
36.054575	9
37.055051	9
38.054860	9
39.055089	9
40.054367	10
41.054502	10
42.054482	10
43.054680	10
44.055214	10
45.054807	10
46.055035	10
47.055418	10
48.054327	11
49.055033	11
50.055119	11
51.054864	11
52.055406	11
53.055475	11
54.054751	11
55.054530	11
56.055074	11
57.055184	11
58.054316	12
59.054402	12
60.054395	12
61.054442	12
62.054500	12
63.054539	12
64.054610	12
65.054476	12
66.054440	13
67.054523	13
68.054393	13
69.054380	13
70.054461	14
71.054509	14
72.054667	14
73.054599	14
74.054360	15
75.054424	15
76.054946	15
77.054772	15
78.054457	15
79.054432	15
80.054568	15
81.054308	16
82.054647	16
83.054400	17
84.055120	17
85.054997	17
86.054618	17
87.054613	17
88.054602	17
89.054474	17
90.054404	18
91.054610	18
92.054514	18
93.054548	18
94.054585	18
95.054421	18
96.054296	19
97.054469	19
98.054453	19
99.054366	20
100.054424	20
101.054387	20

