1.067328	1
2.068130	1
3.067678	2
4.070523	2
5.068287	2
6.069553	2
7.068992	2
8.068390	2
9.067780	2
10.068288	2
11.067609	2
12.067582	3
13.067602	3
14.067337	3
15.067366	4
16.067257	5
17.067299	6
18.067924	6
19.068166	7
20.068096	7
21.068017	7
22.067719	8
23.067258	9
24.067510	9
25.067407	9
26.068033	10
27.067303	12
28.067901	12
29.067966	13
30.068057	14
31.067838	16
32.067783	16
33.067908	17
34.067741	17
35.068028	17
36.067445	18
37.067557	18
38.067384	19
39.068095	19
40.068470	19
41.067374	20
42.068133	21
43.068380	21
44.067742	21
45.067298	22
46.067386	22
47.067464	22
48.067316	27
49.067425	28
50.067448	28
51.067347	28
52.067357	29
53.067434	29
54.067532	29
55.067462	29
56.067621	29
57.067779	29
58.067355	31
59.067353	31
60.067475	31
61.067527	31
62.067359	31
63.067332	31
64.067392	31
65.067560	31
66.067278	32
67.067985	32
68.068557	32
69.068148	32
70.067783	33
71.067726	33
72.068570	34
73.067915	35
74.067498	37
75.068018	37
76.068342	37
77.068122	37
78.068005	38
79.067779	38
80.067588	38
81.067438	38
82.067536	39
83.067557	39
84.067354	39
85.067368	39
86.067461	41
87.067808	42
88.067784	42
89.067418	42
90.067769	43
91.067921	43
92.068058	43
93.067486	44
94.067313	44
95.067362	44
96.067389	44
97.067306	45
98.067352	45
99.067291	46
100.068001	46
101.067512	47

