1.060526	1
2.061771	1
3.061000	1
4.060227	1
5.060178	1
6.059951	1
7.060005	1
8.061763	2
9.062116	2
10.060392	2
11.060436	2
12.060104	2
13.059690	2
14.059852	2
15.059717	2
16.060242	2
17.060111	2
18.059573	3
19.060360	3
20.060674	3
21.060583	3
22.060220	3
23.059809	3
24.059826	3
25.059869	3
26.060281	3
27.060496	3
28.060163	3
29.059664	4
30.060752	4
31.061124	4
32.060289	4
33.059774	4
34.060228	4
35.060482	4
36.060719	4
37.059912	5
38.060389	5
39.060555	5
40.060764	5
41.060279	5
42.059792	5
43.059797	5
44.059913	5
45.060003	5
46.059772	5
47.060299	5
48.059777	6
49.059845	6
50.059691	6
51.059812	6
52.059915	6
53.060509	7
54.060952	7
55.060658	7
56.060162	7
57.059925	7
58.060024	7
59.059809	7
60.059709	7
61.060235	7
62.060390	7
63.060357	7
64.060143	7
65.060274	7
66.060458	8
67.060747	8
68.060772	8
69.060866	8
70.060682	8
71.060663	8
72.060365	8
73.060337	8
74.060270	8
75.060489	8
76.060261	8
77.059772	8
78.060466	9
79.060727	9
80.060093	9
81.060321	9
82.059986	9
83.060279	9
84.060151	9
85.060293	9
86.060040	9
87.059704	9
88.060082	9
89.060101	9
90.060433	9
91.060098	9
92.059897	9
93.059810	9
94.060635	10
95.060739	10
96.060706	10
97.060200	10
98.060099	10
99.060146	10
100.059808	10
101.059925	10
102.059833	10
103.059629	10
104.059657	10
105.059814	10
106.060128	10
107.059573	11
108.059773	11
109.059778	11
110.060299	11
111.060443	11
112.060129	11
113.060035	11
114.059973	11
115.059802	11
116.059809	12
117.059832	12
118.060264	12
119.060487	12

